ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    2820       239.4083       149.2037         0.0000         0.0000          -6045.5463       782.3713         0.0000         0.0000         0.0000          -4874.5630         0.0000     -4874.5630     -4874.5630         0.0000           1229.8418      1945.7243     23823.1240      1229.8418      1945.7243
ENERGY:    2821       239.4080       149.2039         0.0000         0.0000          -6045.5444       782.3692         0.0000         0.0000         0.0000          -4874.5633         0.0000     -4874.5633     -4874.5633         0.0000           1229.8202      1945.7041     23823.1240      1229.8202      1945.7041
ENERGY:    2822       239.4078       149.2040         0.0000         0.0000          -6045.5434       782.3682         0.0000         0.0000         0.0000          -4874.5635         0.0000     -4874.5635     -4874.5635         0.0000           1229.8095      1945.6941     23823.1240      1229.8095      1945.6941
ENERGY:    2823       239.6559       149.1104         0.0000         0.0000          -6046.6126       783.8500         0.0000         0.0000         0.0000          -4873.9964         0.0000     -4873.9964     -4873.9964         0.0000           1245.3460      1960.9669     23823.1240      1245.3460      1960.9669
ENERGY:    2824       239.5203       149.1577         0.0000         0.0000          -6046.0726       783.0150         0.0000         0.0000         0.0000          -4874.3797         0.0000     -4874.3797     -4874.3797         0.0000           1236.5742      1952.1934     23823.1240      1236.5742      1952.1934
ENERGY:    2825       239.4609       149.1812         0.0000         0.0000          -6045.8050       782.6683         0.0000         0.0000         0.0000          -4874.4946         0.0000     -4874.4946     -4874.4946         0.0000           1232.9398      1948.6599     23823.1240      1232.9398      1948.6599
ENERGY:    2826       239.4334       149.1928         0.0000         0.0000          -6045.6722       782.5116         0.0000         0.0000         0.0000          -4874.5345         0.0000     -4874.5345     -4874.5345         0.0000           1231.3049      1947.1004     23823.1240      1231.3049      1947.1004
ENERGY:    2827       239.4202       149.1985         0.0000         0.0000          -6045.6067       782.4376         0.0000         0.0000         0.0000          -4874.5503         0.0000     -4874.5503     -4874.5503         0.0000           1230.5351      1946.3738     23823.1240      1230.5351      1946.3738
ENERGY:    2828       239.4139       149.2013         0.0000         0.0000          -6045.5745       782.4021         0.0000         0.0000         0.0000          -4874.5573         0.0000     -4874.5573     -4874.5573         0.0000           1230.1645      1946.0261     23823.1240      1230.1645      1946.0261
ENERGY:    2829       239.4108       149.2026         0.0000         0.0000          -6045.5586       782.3848         0.0000         0.0000         0.0000          -4874.5604         0.0000     -4874.5604     -4874.5604         0.0000           1229.9844      1945.8576     23823.1240      1229.9844      1945.8576
ENERGY:    2830       239.4093       149.2033         0.0000         0.0000          -6045.5510       782.3763         0.0000         0.0000         0.0000          -4874.5621         0.0000     -4874.5621     -4874.5621         0.0000           1229.8940      1945.7730     23823.1240      1229.8940      1945.7730
ENERGY:    2831       239.4085       149.2037         0.0000         0.0000          -6045.5471       782.3722         0.0000         0.0000         0.0000          -4874.5628         0.0000     -4874.5628     -4874.5628         0.0000           1229.8510      1945.7329     23823.1240      1229.8510      1945.7329
ENERGY:    2832       239.4081       149.2038         0.0000         0.0000          -6045.5452       782.3701         0.0000         0.0000         0.0000          -4874.5632         0.0000     -4874.5632     -4874.5632         0.0000           1229.8299      1945.7132     23823.1240      1229.8299      1945.7132
ENERGY:    2833       239.4080       149.2039         0.0000         0.0000          -6045.5443       782.3691         0.0000         0.0000         0.0000          -4874.5633         0.0000     -4874.5633     -4874.5633         0.0000           1229.8195      1945.7035     23823.1240      1229.8195      1945.7035
ENERGY:    2834       239.5185       149.1605         0.0000         0.0000          -6046.5048       783.8522         0.0000         0.0000         0.0000          -4873.9735         0.0000     -4873.9735     -4873.9735         0.0000           1243.9690      1961.4189     23823.1240      1243.9690      1961.4189
ENERGY:    2835       239.4567       149.1825         0.0000         0.0000          -6046.0202       783.0105         0.0000         0.0000         0.0000          -4874.3705         0.0000     -4874.3705     -4874.3705         0.0000           1235.8472      1952.3481     23823.1240      1235.8472      1952.3481
ENERGY:    2836       239.4306       149.1934         0.0000         0.0000          -6045.7791       782.6648         0.0000         0.0000         0.0000          -4874.4903         0.0000     -4874.4903     -4874.4903         0.0000           1232.5721      1948.7209     23823.1240      1232.5721      1948.7209
ENERGY:    2837       239.4188       149.1988         0.0000         0.0000          -6045.6595       782.5096         0.0000         0.0000         0.0000          -4874.5324         0.0000     -4874.5324     -4874.5324         0.0000           1231.1231      1947.1277     23823.1240      1231.1231      1947.1277
ENERGY:    2838       239.4132       149.2014         0.0000         0.0000          -6045.6007       782.4369         0.0000         0.0000         0.0000          -4874.5492         0.0000     -4874.5492     -4874.5492         0.0000           1230.4480      1946.3886     23823.1240      1230.4480      1946.3886
ENERGY:    2839       239.4105       149.2027         0.0000         0.0000          -6045.5718       782.4020         0.0000         0.0000         0.0000          -4874.5566         0.0000     -4874.5566     -4874.5566         0.0000           1230.1254      1946.0367     23823.1240      1230.1254      1946.0367
ENERGY:    2840       239.4092       149.2033         0.0000         0.0000          -6045.5577       782.3851         0.0000         0.0000         0.0000          -4874.5601         0.0000     -4874.5601     -4874.5601         0.0000           1229.9695      1945.8666     23823.1240      1229.9695      1945.8666
ENERGY:    2841       239.4086       149.2036         0.0000         0.0000          -6045.5509       782.3769         0.0000         0.0000         0.0000          -4874.5618         0.0000     -4874.5618     -4874.5618         0.0000           1229.8915      1945.7819     23823.1240      1229.8915      1945.7819
ENERGY:    2842       239.4083       149.2038         0.0000         0.0000          -6045.5476       782.3729         0.0000         0.0000         0.0000          -4874.5626         0.0000     -4874.5626     -4874.5626         0.0000           1229.8547      1945.7417     23823.1240      1229.8547      1945.7417
ENERGY:    2843       239.4081       149.2038         0.0000         0.0000          -6045.5459       782.3710         0.0000         0.0000         0.0000          -4874.5630         0.0000     -4874.5630     -4874.5630         0.0000           1229.8367      1945.7222     23823.1240      1229.8367      1945.7222
ENERGY:    2844       239.4080       149.2039         0.0000         0.0000          -6045.5451       782.3700         0.0000         0.0000         0.0000          -4874.5631         0.0000     -4874.5631     -4874.5631         0.0000           1229.8279      1945.7127     23823.1240      1229.8279      1945.7127
ENERGY:    2845       239.5186       149.1605         0.0000         0.0000          -6046.5054       783.8534         0.0000         0.0000         0.0000          -4873.9730         0.0000     -4873.9730     -4873.9730         0.0000           1243.9804      1961.4313     23823.1240      1243.9804      1961.4313
ENERGY:    2846       239.4564       149.1826         0.0000         0.0000          -6046.0178       783.0067         0.0000         0.0000         0.0000          -4874.3720         0.0000     -4874.3720     -4874.3720         0.0000           1235.8111      1952.3078     23823.1240      1235.8111      1952.3078
ENERGY:    2847       239.4304       149.1935         0.0000         0.0000          -6045.7772       782.6622         0.0000         0.0000         0.0000          -4874.4911         0.0000     -4874.4911     -4874.4911         0.0000           1232.5474      1948.6935     23823.1240      1232.5474      1948.6935
ENERGY:    2848       239.4187       149.1988         0.0000         0.0000          -6045.6585       782.5084         0.0000         0.0000         0.0000          -4874.5327         0.0000     -4874.5327     -4874.5327         0.0000           1231.1112      1947.1146     23823.1240      1231.1112      1947.1146
ENERGY:    2849       239.4131       149.2014         0.0000         0.0000          -6045.6004       782.4365         0.0000         0.0000         0.0000          -4874.5493         0.0000     -4874.5493     -4874.5493         0.0000           1230.4447      1946.3849     23823.1240      1230.4447      1946.3849
ENERGY:    2850       239.4105       149.2027         0.0000         0.0000          -6045.5720       782.4022         0.0000         0.0000         0.0000          -4874.5566         0.0000     -4874.5566     -4874.5566         0.0000           1230.1272      1946.0385     23823.1240      1230.1272      1946.0385
ENERGY:    2851       239.4092       149.2033         0.0000         0.0000          -6045.5581       782.3857         0.0000         0.0000         0.0000          -4874.5600         0.0000     -4874.5600     -4874.5600         0.0000           1229.9743      1945.8719     23823.1240      1229.9743      1945.8719
ENERGY:    2852       239.4086       149.2036         0.0000         0.0000          -6045.5515       782.3776         0.0000         0.0000         0.0000          -4874.5617         0.0000     -4874.5617     -4874.5617         0.0000           1229.8979      1945.7889     23823.1240      1229.8979      1945.7889
ENERGY:    2853       239.4083       149.2037         0.0000         0.0000          -6045.5482       782.3737         0.0000         0.0000         0.0000          -4874.5625         0.0000     -4874.5625     -4874.5625         0.0000           1229.8620      1945.7497     23823.1240      1229.8620      1945.7497
ENERGY:    2854       239.4082       149.2038         0.0000         0.0000          -6045.5466       782.3718         0.0000         0.0000         0.0000          -4874.5628         0.0000     -4874.5628     -4874.5628         0.0000           1229.8445      1945.7307     23823.1240      1229.8445      1945.7307
ENERGY:    2855       239.4081       149.2038         0.0000         0.0000          -6045.5458       782.3709         0.0000         0.0000         0.0000          -4874.5630         0.0000     -4874.5630     -4874.5630         0.0000           1229.8360      1945.7215     23823.1240      1229.8360      1945.7215
ENERGY:    2856       239.6562       149.1102         0.0000         0.0000          -6046.6146       783.8526         0.0000         0.0000         0.0000          -4873.9955         0.0000     -4873.9955     -4873.9955         0.0000           1245.3729      1960.9923     23823.1240      1245.3729      1960.9923
ENERGY:    2857       239.5253       149.1557         0.0000         0.0000          -6046.0955       783.0460         0.0000         0.0000         0.0000          -4874.3684         0.0000     -4874.3684     -4874.3684         0.0000           1236.8930      1952.5074     23823.1240      1236.8930      1952.5074
ENERGY:    2858       239.4650       149.1795         0.0000         0.0000          -6045.8249       782.6926         0.0000         0.0000         0.0000          -4874.4879         0.0000     -4874.4879     -4874.4879         0.0000           1233.1917      1948.9034     23823.1240      1233.1917      1948.9034
ENERGY:    2859       239.4361       149.1916         0.0000         0.0000          -6045.6864       782.5277         0.0000         0.0000         0.0000          -4874.5310         0.0000     -4874.5310     -4874.5310         0.0000           1231.4682      1947.2568     23823.1240      1231.4682      1947.2568
ENERGY:    2860       239.4220       149.1977         0.0000         0.0000          -6045.6161       782.4482         0.0000         0.0000         0.0000          -4874.5482         0.0000     -4874.5482     -4874.5482         0.0000           1230.6423      1946.4770     23823.1240      1230.6423      1946.4770
ENERGY:    2861       239.4150       149.2008         0.0000         0.0000          -6045.5808       782.4093         0.0000         0.0000         0.0000          -4874.5558         0.0000     -4874.5558     -4874.5558         0.0000           1230.2386      1946.0980     23823.1240      1230.2386      1946.0980
ENERGY:    2862       239.4115       149.2023         0.0000         0.0000          -6045.5633       782.3900         0.0000         0.0000         0.0000          -4874.5595         0.0000     -4874.5595     -4874.5595         0.0000           1230.0367      1945.9091     23823.1240      1230.0367      1945.9091
ENERGY:    2863       239.4098       149.2031         0.0000         0.0000          -6045.5546       782.3804         0.0000         0.0000         0.0000          -4874.5613         0.0000     -4874.5613     -4874.5613         0.0000           1229.9348      1945.8138     23823.1240      1229.9348      1945.8138
ENERGY:    2864       239.4090       149.2035         0.0000         0.0000          -6045.5502       782.3757         0.0000         0.0000         0.0000          -4874.5622         0.0000     -4874.5622     -4874.5622         0.0000           1229.8852      1945.7674     23823.1240      1229.8852      1945.7674
ENERGY:    2865       239.4085       149.2036         0.0000         0.0000          -6045.5480       782.3733         0.0000         0.0000         0.0000          -4874.5626         0.0000     -4874.5626     -4874.5626         0.0000           1229.8606      1945.7444     23823.1240      1229.8606      1945.7444
ENERGY:    2866       239.4083       149.2037         0.0000         0.0000          -6045.5469       782.3721         0.0000         0.0000         0.0000          -4874.5628         0.0000     -4874.5628     -4874.5628         0.0000           1229.8483      1945.7328     23823.1240      1229.8483      1945.7328
ENERGY:    2867       239.6565       149.1101         0.0000         0.0000          -6046.6155       783.8541         0.0000         0.0000         0.0000          -4873.9948         0.0000     -4873.9948     -4873.9948         0.0000           1245.3889      1961.0083     23823.1240      1245.3889      1961.0083
ENERGY:    2868       239.5248       149.1560         0.0000         0.0000          -6046.0931       783.0425         0.0000         0.0000         0.0000          -4874.3699         0.0000     -4874.3699     -4874.3699         0.0000           1236.8552      1952.4700     23823.1240      1236.8552      1952.4700
ENERGY:    2869       239.4645       149.1797         0.0000         0.0000          -6045.8229       782.6901         0.0000         0.0000         0.0000          -4874.4886         0.0000     -4874.4886     -4874.4886         0.0000           1233.1658      1948.8784     23823.1240      1233.1658      1948.8784
ENERGY:    2870       239.4359       149.1917         0.0000         0.0000          -6045.6854       782.5266         0.0000         0.0000         0.0000          -4874.5313         0.0000     -4874.5313     -4874.5313         0.0000           1231.4564      1947.2456     23823.1240      1231.4564      1947.2456
ENERGY:    2871       239.4219       149.1977         0.0000         0.0000          -6045.6159       782.4480         0.0000         0.0000         0.0000          -4874.5483         0.0000     -4874.5483     -4874.5483         0.0000           1230.6404      1946.4751     23823.1240      1230.6404      1946.4751
ENERGY:    2872       239.4151       149.2007         0.0000         0.0000          -6045.5812       782.4097         0.0000         0.0000         0.0000          -4874.5557         0.0000     -4874.5557     -4874.5557         0.0000           1230.2427      1946.1019     23823.1240      1230.2427      1946.1019
ENERGY:    2873       239.4117       149.2022         0.0000         0.0000          -6045.5640       782.3907         0.0000         0.0000         0.0000          -4874.5593         0.0000     -4874.5593     -4874.5593         0.0000           1230.0444      1945.9162     23823.1240      1230.0444      1945.9162
ENERGY:    2874       239.4100       149.2030         0.0000         0.0000          -6045.5555       782.3813         0.0000         0.0000         0.0000          -4874.5612         0.0000     -4874.5612     -4874.5612         0.0000           1229.9445      1945.8227     23823.1240      1229.9445      1945.8227
ENERGY:    2875       239.4091       149.2034         0.0000         0.0000          -6045.5512       782.3767         0.0000         0.0000         0.0000          -4874.5620         0.0000     -4874.5620     -4874.5620         0.0000           1229.8961      1945.7775     23823.1240      1229.8961      1945.7775
ENERGY:    2876       239.4087       149.2036         0.0000         0.0000          -6045.5490       782.3744         0.0000         0.0000         0.0000          -4874.5624         0.0000     -4874.5624     -4874.5624         0.0000           1229.8721      1945.7552     23823.1240      1229.8721      1945.7552
ENERGY:    2877       239.4085       149.2036         0.0000         0.0000          -6045.5480       782.3732         0.0000         0.0000         0.0000          -4874.5626         0.0000     -4874.5626     -4874.5626         0.0000           1229.8601      1945.7440     23823.1240      1229.8601      1945.7440
ENERGY:    2878       239.6567       149.1101         0.0000         0.0000          -6046.6164       783.8555         0.0000         0.0000         0.0000          -4873.9941         0.0000     -4873.9941     -4873.9941         0.0000           1245.4044      1961.0237     23823.1240      1245.4044      1961.0237
ENERGY:    2879       239.5242       149.1562         0.0000         0.0000          -6046.0906       783.0390         0.0000         0.0000         0.0000          -4874.3713         0.0000     -4874.3713     -4874.3713         0.0000           1236.8184      1952.4337     23823.1240      1236.8184      1952.4337
ENERGY:    2880       239.4641       149.1798         0.0000         0.0000          -6045.8209       782.6876         0.0000         0.0000         0.0000          -4874.4893         0.0000     -4874.4893     -4874.4893         0.0000           1233.1400      1948.8536     23823.1240      1233.1400      1948.8536
ENERGY:    2881       239.4357       149.1918         0.0000         0.0000          -6045.6844       782.5254         0.0000         0.0000         0.0000          -4874.5316         0.0000     -4874.5316     -4874.5316         0.0000           1231.4445      1947.2343     23823.1240      1231.4445      1947.2343
ENERGY:    2882       239.4219       149.1977         0.0000         0.0000          -6045.6158       782.4478         0.0000         0.0000         0.0000          -4874.5483         0.0000     -4874.5483     -4874.5483         0.0000           1230.6383      1946.4732     23823.1240      1230.6383      1946.4732
ENERGY:    2883       239.4151       149.2007         0.0000         0.0000          -6045.5815       782.4100         0.0000         0.0000         0.0000          -4874.5557         0.0000     -4874.5557     -4874.5557         0.0000           1230.2466      1946.1055     23823.1240      1230.2466      1946.1055
ENERGY:    2884       239.4118       149.2022         0.0000         0.0000          -6045.5646       782.3914         0.0000         0.0000         0.0000          -4874.5592         0.0000     -4874.5592     -4874.5592         0.0000           1230.0518      1945.9231     23823.1240      1230.0518      1945.9231
ENERGY:    2885       239.4101       149.2029         0.0000         0.0000          -6045.5563       782.3822         0.0000         0.0000         0.0000          -4874.5610         0.0000     -4874.5610     -4874.5610         0.0000           1229.9539      1945.8315     23823.1240      1229.9539      1945.8315
ENERGY:    2886       239.4093       149.2033         0.0000         0.0000          -6045.5521       782.3777         0.0000         0.0000         0.0000          -4874.5618         0.0000     -4874.5618     -4874.5618         0.0000           1229.9066      1945.7873     23823.1240      1229.9066      1945.7873
ENERGY:    2887       239.4089       149.2035         0.0000         0.0000          -6045.5500       782.3755         0.0000         0.0000         0.0000          -4874.5622         0.0000     -4874.5622     -4874.5622         0.0000           1229.8832      1945.7655     23823.1240      1229.8832      1945.7655
ENERGY:    2888       239.4087       149.2036         0.0000         0.0000          -6045.5490       782.3743         0.0000         0.0000         0.0000          -4874.5624         0.0000     -4874.5624     -4874.5624         0.0000           1229.8715      1945.7547     23823.1240      1229.8715      1945.7547
ENERGY:    2889       239.6569       149.1100         0.0000         0.0000          -6046.6172       783.8570         0.0000         0.0000         0.0000          -4873.9934         0.0000     -4873.9934     -4873.9934         0.0000           1245.4194      1961.0386     23823.1240      1245.4194      1961.0386
ENERGY:    2890       239.5236       149.1564         0.0000         0.0000          -6046.0879       783.0355         0.0000         0.0000         0.0000          -4874.3725         0.0000     -4874.3725     -4874.3725         0.0000           1236.7840      1952.3994     23823.1240      1236.7840      1952.3994
ENERGY:    2891       239.4637       149.1800         0.0000         0.0000          -6045.8189       782.6851         0.0000         0.0000         0.0000          -4874.4900         0.0000     -4874.4900     -4874.4900         0.0000           1233.1142      1948.8287     23823.1240      1233.1142      1948.8287
ENERGY:    2892       239.4355       149.1919         0.0000         0.0000          -6045.6834       782.5243         0.0000         0.0000         0.0000          -4874.5318         0.0000     -4874.5318     -4874.5318         0.0000           1231.4326      1947.2231     23823.1240      1231.4326      1947.2231
ENERGY:    2893       239.4218       149.1978         0.0000         0.0000          -6045.6156       782.4476         0.0000         0.0000         0.0000          -4874.5484         0.0000     -4874.5484     -4874.5484         0.0000           1230.6361      1946.4710     23823.1240      1230.6361      1946.4710
ENERGY:    2894       239.4152       149.2007         0.0000         0.0000          -6045.5819       782.4104         0.0000         0.0000         0.0000          -4874.5556         0.0000     -4874.5556     -4874.5556         0.0000           1230.2503      1946.1090     23823.1240      1230.2503      1946.1090
ENERGY:    2895       239.4119       149.2021         0.0000         0.0000          -6045.5652       782.3921         0.0000         0.0000         0.0000          -4874.5591         0.0000     -4874.5591     -4874.5591         0.0000           1230.0589      1945.9298     23823.1240      1230.0589      1945.9298
ENERGY:    2896       239.4103       149.2029         0.0000         0.0000          -6045.5571       782.3831         0.0000         0.0000         0.0000          -4874.5608         0.0000     -4874.5608     -4874.5608         0.0000           1229.9629      1945.8399     23823.1240      1229.9629      1945.8399
ENERGY:    2897       239.4095       149.2032         0.0000         0.0000          -6045.5530       782.3787         0.0000         0.0000         0.0000          -4874.5616         0.0000     -4874.5616     -4874.5616         0.0000           1229.9167      1945.7968     23823.1240      1229.9167      1945.7968
ENERGY:    2898       239.4091       149.2034         0.0000         0.0000          -6045.5510       782.3765         0.0000         0.0000         0.0000          -4874.5620         0.0000     -4874.5620     -4874.5620         0.0000           1229.8939      1945.7755     23823.1240      1229.8939      1945.7755
ENERGY:    2899       239.4089       149.2035         0.0000         0.0000          -6045.5500       782.3754         0.0000         0.0000         0.0000          -4874.5622         0.0000     -4874.5622     -4874.5622         0.0000           1229.8826      1945.7649     23823.1240      1229.8826      1945.7649
ENERGY:    2900       239.6571       149.1099         0.0000         0.0000          -6046.6181       783.8583         0.0000         0.0000         0.0000          -4873.9927         0.0000     -4873.9927     -4873.9927         0.0000           1245.4338      1961.0530     23823.1240      1245.4338      1961.0530
ENERGY:    2901       239.5230       149.1566         0.0000         0.0000          -6046.0854       783.0319         0.0000         0.0000         0.0000          -4874.3739         0.0000     -4874.3739     -4874.3739         0.0000           1236.7470      1952.3630     23823.1240      1236.7470      1952.3630
ENERGY:    2902       239.4632       149.1802         0.0000         0.0000          -6045.8169       782.6827         0.0000         0.0000         0.0000          -4874.4908         0.0000     -4874.4908     -4874.4908         0.0000           1233.0884      1948.8037     23823.1240      1233.0884      1948.8037
ENERGY:    2903       239.4353       149.1920         0.0000         0.0000          -6045.6825       782.5232         0.0000         0.0000         0.0000          -4874.5321         0.0000     -4874.5321     -4874.5321         0.0000           1231.4207      1947.2117     23823.1240      1231.4207      1947.2117
ENERGY:    2904       239.4218       149.1978         0.0000         0.0000          -6045.6154       782.4474         0.0000         0.0000         0.0000          -4874.5484         0.0000     -4874.5484     -4874.5484         0.0000           1230.6337      1946.4687     23823.1240      1230.6337      1946.4687
ENERGY:    2905       239.4152       149.2007         0.0000         0.0000          -6045.5822       782.4107         0.0000         0.0000         0.0000          -4874.5556         0.0000     -4874.5556     -4874.5556         0.0000           1230.2537      1946.1121     23823.1240      1230.2537      1946.1121
ENERGY:    2906       239.4120       149.2021         0.0000         0.0000          -6045.5658       782.3928         0.0000         0.0000         0.0000          -4874.5590         0.0000     -4874.5590     -4874.5590         0.0000           1230.0657      1945.9361     23823.1240      1230.0657      1945.9361
ENERGY:    2907       239.4104       149.2028         0.0000         0.0000          -6045.5577       782.3840         0.0000         0.0000         0.0000          -4874.5606         0.0000     -4874.5606     -4874.5606         0.0000           1229.9740      1945.8504     23823.1240      1229.9740      1945.8504
ENERGY:    2908       239.4097       149.2031         0.0000         0.0000          -6045.5539       782.3796         0.0000         0.0000         0.0000          -4874.5615         0.0000     -4874.5615     -4874.5615         0.0000           1229.9264      1945.8059     23823.1240      1229.9264      1945.8059
ENERGY:    2909       239.4093       149.2033         0.0000         0.0000          -6045.5519       782.3775         0.0000         0.0000         0.0000          -4874.5618         0.0000     -4874.5618     -4874.5618         0.0000           1229.9042      1945.7851     23823.1240      1229.9042      1945.7851
ENERGY:    2910       239.4091       149.2034         0.0000         0.0000          -6045.5509       782.3764         0.0000         0.0000         0.0000          -4874.5620         0.0000     -4874.5620     -4874.5620         0.0000           1229.8933      1945.7749     23823.1240      1229.8933      1945.7749
ENERGY:    2911       239.6574       149.1098         0.0000         0.0000          -6046.6189       783.8597         0.0000         0.0000         0.0000          -4873.9921         0.0000     -4873.9921     -4873.9921         0.0000           1245.4477      1961.0668     23823.1240      1245.4477      1961.0668
ENERGY:    2912       239.5224       149.1568         0.0000         0.0000          -6046.0826       783.0284         0.0000         0.0000         0.0000          -4874.3750         0.0000     -4874.3750     -4874.3750         0.0000           1236.7148      1952.3313     23823.1240      1236.7148      1952.3313
ENERGY:    2913       239.4628       149.1804         0.0000         0.0000          -6045.8149       782.6802         0.0000         0.0000         0.0000          -4874.4915         0.0000     -4874.4915     -4874.4915         0.0000           1233.0626      1948.7789     23823.1240      1233.0626      1948.7789
ENERGY:    2914       239.4351       149.1920         0.0000         0.0000          -6045.6815       782.5220         0.0000         0.0000         0.0000          -4874.5324         0.0000     -4874.5324     -4874.5324         0.0000           1231.4087      1947.2003     23823.1240      1231.4087      1947.2003
ENERGY:    2915       239.4218       149.1978         0.0000         0.0000          -6045.6152       782.4472         0.0000         0.0000         0.0000          -4874.5485         0.0000     -4874.5485     -4874.5485         0.0000           1230.6312      1946.4663     23823.1240      1230.6312      1946.4663
ENERGY:    2916       239.4153       149.2006         0.0000         0.0000          -6045.5825       782.4110         0.0000         0.0000         0.0000          -4874.5555         0.0000     -4874.5555     -4874.5555         0.0000           1230.2569      1946.1152     23823.1240      1230.2569      1946.1152
ENERGY:    2917       239.4121       149.2020         0.0000         0.0000          -6045.5664       782.3934         0.0000         0.0000         0.0000          -4874.5588         0.0000     -4874.5588     -4874.5588         0.0000           1230.0722      1945.9423     23823.1240      1230.0722      1945.9423
ENERGY:    2918       239.4106       149.2027         0.0000         0.0000          -6045.5585       782.3848         0.0000         0.0000         0.0000          -4874.5604         0.0000     -4874.5604     -4874.5604         0.0000           1229.9824      1945.8582     23823.1240      1229.9824      1945.8582
ENERGY:    2919       239.4098       149.2031         0.0000         0.0000          -6045.5547       782.3805         0.0000         0.0000         0.0000          -4874.5613         0.0000     -4874.5613     -4874.5613         0.0000           1229.9359      1945.8147     23823.1240      1229.9359      1945.8147
ENERGY:    2920       239.4095       149.2032         0.0000         0.0000          -6045.5528       782.3784         0.0000         0.0000         0.0000          -4874.5617         0.0000     -4874.5617     -4874.5617         0.0000           1229.9143      1945.7946     23823.1240      1229.9143      1945.7946
ENERGY:    2921       239.4093       149.2033         0.0000         0.0000          -6045.5519       782.3774         0.0000         0.0000         0.0000          -4874.5619         0.0000     -4874.5619     -4874.5619         0.0000           1229.9036      1945.7845     23823.1240      1229.9036      1945.7845
ENERGY:    2922       239.6576       149.1098         0.0000         0.0000          -6046.6197       783.8609         0.0000         0.0000         0.0000          -4873.9915         0.0000     -4873.9915     -4873.9915         0.0000           1245.4612      1961.0802     23823.1240      1245.4612      1961.0802
ENERGY:    2923       239.5218       149.1571         0.0000         0.0000          -6046.0802       783.0248         0.0000         0.0000         0.0000          -4874.3765         0.0000     -4874.3765     -4874.3765         0.0000           1236.6753      1952.2922     23823.1240      1236.6753      1952.2922
ENERGY:    2924       239.4624       149.1805         0.0000         0.0000          -6045.8129       782.6778         0.0000         0.0000         0.0000          -4874.4922         0.0000     -4874.4922     -4874.4922         0.0000           1233.0371      1948.7544     23823.1240      1233.0371      1948.7544
ENERGY:    2925       239.4349       149.1921         0.0000         0.0000          -6045.6805       782.5209         0.0000         0.0000         0.0000          -4874.5326         0.0000     -4874.5326     -4874.5326         0.0000           1231.3968      1947.1890     23823.1240      1231.3968      1947.1890
ENERGY:    2926       239.4217       149.1978         0.0000         0.0000          -6045.6150       782.4469         0.0000         0.0000         0.0000          -4874.5485         0.0000     -4874.5485     -4874.5485         0.0000           1230.6286      1946.4639     23823.1240      1230.6286      1946.4639
ENERGY:    2927       239.4154       149.2006         0.0000         0.0000          -6045.5827       782.4113         0.0000         0.0000         0.0000          -4874.5555         0.0000     -4874.5555     -4874.5555         0.0000           1230.2599      1946.1179     23823.1240      1230.2599      1946.1179
ENERGY:    2928       239.4122       149.2020         0.0000         0.0000          -6045.5669       782.3940         0.0000         0.0000         0.0000          -4874.5587         0.0000     -4874.5587     -4874.5587         0.0000           1230.0785      1945.9481     23823.1240      1230.0785      1945.9481
ENERGY:    2929       239.4107       149.2027         0.0000         0.0000          -6045.5592       782.3855         0.0000         0.0000         0.0000          -4874.5603         0.0000     -4874.5603     -4874.5603         0.0000           1229.9904      1945.8658     23823.1240      1229.9904      1945.8658
ENERGY:    2930       239.4100       149.2030         0.0000         0.0000          -6045.5555       782.3814         0.0000         0.0000         0.0000          -4874.5612         0.0000     -4874.5612     -4874.5612         0.0000           1229.9450      1945.8231     23823.1240      1229.9450      1945.8231
ENERGY:    2931       239.4096       149.2032         0.0000         0.0000          -6045.5536       782.3794         0.0000         0.0000         0.0000          -4874.5615         0.0000     -4874.5615     -4874.5615         0.0000           1229.9239      1945.8036     23823.1240      1229.9239      1945.8036
ENERGY:    2932       239.4094       149.2032         0.0000         0.0000          -6045.5527       782.3784         0.0000         0.0000         0.0000          -4874.5617         0.0000     -4874.5617     -4874.5617         0.0000           1229.9136      1945.7939     23823.1240      1229.9136      1945.7939
ENERGY:    2933       239.5201       149.1599         0.0000         0.0000          -6046.5119       783.8632         0.0000         0.0000         0.0000          -4873.9688         0.0000     -4873.9688     -4873.9688         0.0000           1244.0852      1961.5319     23823.1240      1244.0852      1961.5319
ENERGY:    2934       239.4582       149.1819         0.0000         0.0000          -6046.0278       783.0204         0.0000         0.0000         0.0000          -4874.3674         0.0000     -4874.3674     -4874.3674         0.0000           1235.9498      1952.4476     23823.1240      1235.9498      1952.4476
ENERGY:    2935       239.4321       149.1928         0.0000         0.0000          -6045.7870       782.6743         0.0000         0.0000         0.0000          -4874.4879         0.0000     -4874.4879     -4874.4879         0.0000           1232.6696      1948.8150     23823.1240      1232.6696      1948.8150
ENERGY:    2936       239.4202       149.1981         0.0000         0.0000          -6045.6678       782.5189         0.0000         0.0000         0.0000          -4874.5305         0.0000     -4874.5305     -4874.5305         0.0000           1231.2151      1947.2160     23823.1240      1231.2151      1947.2160
