# step Etot Epot T p 
2391 -4874.5695 -4874.5695 0.0 1229.4413 
2392 -4874.5699 -4874.5699 0.0 1229.4179 
2393 -4874.5701 -4874.5701 0.0 1229.4062 
2394 -4874.0176 -4874.0176 0.0 1244.8455 
2395 -4874.3886 -4874.3886 0.0 1236.2688 
2396 -4874.5022 -4874.5022 0.0 1232.6213 
2397 -4874.5417 -4874.5417 0.0 1230.9554 
2398 -4874.5574 -4874.5574 0.0 1230.1611 
2399 -4874.5643 -4874.5643 0.0 1229.7732 
2400 -4874.5674 -4874.5674 0.0 1229.5863 
2401 -4874.5687 -4874.5687 0.0 1229.4954 
2402 -4874.5694 -4874.5694 0.0 1229.4515 
2403 -4874.5697 -4874.5697 0.0 1229.4287 
2404 -4874.5699 -4874.5699 0.0 1229.4173 
2405 -4874.017 -4874.017 0.0 1244.8588 
2406 -4874.3899 -4874.3899 0.0 1236.2336 
2407 -4874.5028 -4874.5028 0.0 1232.5971 
2408 -4874.5419 -4874.5419 0.0 1230.9447 
2409 -4874.5574 -4874.5574 0.0 1230.1595 
2410 -4874.5643 -4874.5643 0.0 1229.7771 
2411 -4874.5672 -4874.5672 0.0 1229.5934 
2412 -4874.5687 -4874.5687 0.0 1229.5019 
2413 -4874.5692 -4874.5692 0.0 1229.4615 
2414 -4874.5696 -4874.5696 0.0 1229.4392 
2415 -4874.5697 -4874.5697 0.0 1229.4281 
2416 -4874.0163 -4874.0163 0.0 1244.8729 
2417 -4874.3912 -4874.3912 0.0 1236.1984 
2418 -4874.5035 -4874.5035 0.0 1232.5731 
2419 -4874.5421 -4874.5421 0.0 1230.934 
2420 -4874.5575 -4874.5575 0.0 1230.1578 
2421 -4874.5642 -4874.5642 0.0 1229.7808 
2422 -4874.5672 -4874.5672 0.0 1229.6004 
2423 -4874.5686 -4874.5686 0.0 1229.5106 
2424 -4874.5692 -4874.5692 0.0 1229.4688 
2425 -4874.5694 -4874.5694 0.0 1229.4494 
2426 -4874.5696 -4874.5696 0.0 1229.4386 
2427 -4874.0158 -4874.0158 0.0 1244.8855 
2428 -4874.3925 -4874.3925 0.0 1236.1632 
2429 -4874.5041 -4874.5041 0.0 1232.5491 
2430 -4874.5424 -4874.5424 0.0 1230.922 
2431 -4874.5575 -4874.5575 0.0 1230.156 
2432 -4874.5641 -4874.5641 0.0 1229.7844 
2433 -4874.567 -4874.567 0.0 1229.607 
2434 -4874.5685 -4874.5685 0.0 1229.519 
2435 -4874.569 -4874.569 0.0 1229.4794 
2436 -4874.5693 -4874.5693 0.0 1229.4593 
2437 -4874.5694 -4874.5694 0.0 1229.4488 
2438 -4873.9926 -4873.9926 0.0 1243.5045 
2439 -4874.383 -4874.383 0.0 1235.4347 
2440 -4874.4996 -4874.4996 0.0 1232.1808 
2441 -4874.5403 -4874.5403 0.0 1230.7377 
2442 -4874.5563 -4874.5563 0.0 1230.0689 
2443 -4874.5635 -4874.5635 0.0 1229.7454 
2444 -4874.5667 -4874.5667 0.0 1229.5923 
2445 -4874.5682 -4874.5682 0.0 1229.5166 
2446 -4874.5688 -4874.5688 0.0 1229.4832 
2447 -4874.5692 -4874.5692 0.0 1229.4639 
2448 -4874.5693 -4874.5693 0.0 1229.4574 
2449 -4873.9921 -4873.9921 0.0 1243.5138 
2450 -4874.3844 -4874.3844 0.0 1235.4002 
2451 -4874.5004 -4874.5004 0.0 1232.1574 
2452 -4874.5406 -4874.5406 0.0 1230.7267 
2453 -4874.5564 -4874.5564 0.0 1230.0663 
2454 -4874.5635 -4874.5635 0.0 1229.7477 
2455 -4874.5666 -4874.5666 0.0 1229.5974 
2456 -4874.5681 -4874.5681 0.0 1229.5233 
2457 -4874.5687 -4874.5687 0.0 1229.4897 
2458 -4874.569 -4874.569 0.0 1229.472 
2459 -4874.5692 -4874.5692 0.0 1229.4634 
2460 -4874.0151 -4874.0151 0.0 1244.9107 
2461 -4874.3815 -4874.3815 0.0 1236.4792 
2462 -4874.4978 -4874.4978 0.0 1232.7942 
2463 -4874.539 -4874.539 0.0 1231.0851 
2464 -4874.5555 -4874.5555 0.0 1230.2624 
2465 -4874.5629 -4874.5629 0.0 1229.8555 
2466 -4874.5662 -4874.5662 0.0 1229.6561 
2467 -4874.5677 -4874.5677 0.0 1229.5594 
2468 -4874.5686 -4874.5686 0.0 1229.51 
2469 -4874.5687 -4874.5687 0.0 1229.489 
2470 -4874.569 -4874.569 0.0 1229.4756 
2471 -4874.0143 -4874.0143 0.0 1244.9267 
2472 -4874.3828 -4874.3828 0.0 1236.444 
2473 -4874.4985 -4874.4985 0.0 1232.7695 
2474 -4874.5392 -4874.5392 0.0 1231.0742 
2475 -4874.5555 -4874.5555 0.0 1230.261 
2476 -4874.5628 -4874.5628 0.0 1229.86 
2477 -4874.5661 -4874.5661 0.0 1229.664 
2478 -4874.5676 -4874.5676 0.0 1229.5692 
2479 -4874.5683 -4874.5683 0.0 1229.521 
2480 -4874.5687 -4874.5687 0.0 1229.497 
2481 -4874.5688 -4874.5688 0.0 1229.4886 
2482 -4874.0136 -4874.0136 0.0 1244.9422 
2483 -4874.3841 -4874.3841 0.0 1236.4086 
2484 -4874.4991 -4874.4991 0.0 1232.745 
2485 -4874.5394 -4874.5394 0.0 1231.0633 
2486 -4874.5555 -4874.5555 0.0 1230.2595 
2487 -4874.5627 -4874.5627 0.0 1229.8643 
2488 -4874.566 -4874.566 0.0 1229.6717 
2489 -4874.5674 -4874.5674 0.0 1229.5788 
2490 -4874.5682 -4874.5682 0.0 1229.5316 
2491 -4874.5686 -4874.5686 0.0 1229.5082 
2492 -4874.5686 -4874.5686 0.0 1229.4989 
2493 -4874.0129 -4874.0129 0.0 1244.9573 
2494 -4874.3854 -4874.3854 0.0 1236.3732 
2495 -4874.4998 -4874.4998 0.0 1232.7204 
2496 -4874.5397 -4874.5397 0.0 1231.0524 
2497 -4874.5555 -4874.5555 0.0 1230.258 
2498 -4874.5626 -4874.5626 0.0 1229.8684 
2499 -4874.5659 -4874.5659 0.0 1229.679 
2500 -4874.5673 -4874.5673 0.0 1229.588 
2501 -4874.568 -4874.568 0.0 1229.5419 
2502 -4874.5684 -4874.5684 0.0 1229.519 
2503 -4874.5686 -4874.5686 0.0 1229.5077 
2504 -4874.0123 -4874.0123 0.0 1244.9718 
2505 -4874.3867 -4874.3867 0.0 1236.3377 
2506 -4874.5005 -4874.5005 0.0 1232.696 
2507 -4874.5399 -4874.5399 0.0 1231.0413 
2508 -4874.5556 -4874.5556 0.0 1230.2561 
2509 -4874.5626 -4874.5626 0.0 1229.8721 
2510 -4874.5658 -4874.5658 0.0 1229.686 
2511 -4874.5671 -4874.5671 0.0 1229.5969 
2512 -4874.5679 -4874.5679 0.0 1229.5517 
2513 -4874.5682 -4874.5682 0.0 1229.5294 
2514 -4874.5684 -4874.5684 0.0 1229.5184 
2515 -4874.0116 -4874.0116 0.0 1244.9859 
2516 -4874.388 -4874.388 0.0 1236.3021 
2517 -4874.5011 -4874.5011 0.0 1232.6716 
2518 -4874.5402 -4874.5402 0.0 1231.0303 
2519 -4874.5556 -4874.5556 0.0 1230.2543 
2520 -4874.5625 -4874.5625 0.0 1229.8757 
2521 -4874.5656 -4874.5656 0.0 1229.6929 
2522 -4874.567 -4874.567 0.0 1229.6055 
2523 -4874.5677 -4874.5677 0.0 1229.5613 
2524 -4874.5681 -4874.5681 0.0 1229.5396 
2525 -4874.5682 -4874.5682 0.0 1229.5289 
2526 -4874.011 -4874.011 0.0 1244.9995 
2527 -4874.3893 -4874.3893 0.0 1236.2665 
2528 -4874.5018 -4874.5018 0.0 1232.6472 
2529 -4874.5404 -4874.5404 0.0 1231.0192 
2530 -4874.5557 -4874.5557 0.0 1230.2522 
2531 -4874.5625 -4874.5625 0.0 1229.8791 
2532 -4874.5655 -4874.5655 0.0 1229.6994 
2533 -4874.5669 -4874.5669 0.0 1229.6137 
2534 -4874.5676 -4874.5676 0.0 1229.5706 
2535 -4874.5679 -4874.5679 0.0 1229.5494 
2536 -4874.5681 -4874.5681 0.0 1229.5389 
2537 -4873.9879 -4873.9879 0.0 1243.6194 
2538 -4874.3799 -4874.3799 0.0 1235.5383 
2539 -4874.4974 -4874.4974 0.0 1232.279 
2540 -4874.5382 -4874.5382 0.0 1230.8372 
2541 -4874.5545 -4874.5545 0.0 1230.165 
2542 -4874.5618 -4874.5618 0.0 1229.84 
2543 -4874.5651 -4874.5651 0.0 1229.6845 
2544 -4874.5666 -4874.5666 0.0 1229.6112 
2545 -4874.5674 -4874.5674 0.0 1229.5743 
2546 -4874.5677 -4874.5677 0.0 1229.5562 
2547 -4874.5679 -4874.5679 0.0 1229.5474 
2548 -4873.9873 -4873.9873 0.0 1243.6309 
2549 -4874.3814 -4874.3814 0.0 1235.5032 
2550 -4874.4981 -4874.4981 0.0 1232.2551 
2551 -4874.5385 -4874.5385 0.0 1230.8259 
2552 -4874.5546 -4874.5546 0.0 1230.162 
2553 -4874.5618 -4874.5618 0.0 1229.842 
2554 -4874.565 -4874.565 0.0 1229.6894 
2555 -4874.5664 -4874.5664 0.0 1229.6178 
2556 -4874.5672 -4874.5672 0.0 1229.5817 
2557 -4874.5676 -4874.5676 0.0 1229.5641 
2558 -4874.5677 -4874.5677 0.0 1229.5555 
2559 -4874.0102 -4874.0102 0.0 1245.0266 
2560 -4874.3782 -4874.3782 0.0 1236.5841 
2561 -4874.4953 -4874.4953 0.0 1232.8938 
2562 -4874.5369 -4874.5369 0.0 1231.1822 
2563 -4874.5536 -4874.5536 0.0 1230.3581 
2564 -4874.5612 -4874.5612 0.0 1229.9505 
2565 -4874.5646 -4874.5646 0.0 1229.7509 
2566 -4874.5662 -4874.5662 0.0 1229.6517 
2567 -4874.5669 -4874.5669 0.0 1229.6046 
2568 -4874.5673 -4874.5673 0.0 1229.58 
2569 -4874.5675 -4874.5675 0.0 1229.5678 
2570 -4874.0095 -4874.0095 0.0 1245.0426 
2571 -4874.3795 -4874.3795 0.0 1236.5485 
2572 -4874.496 -4874.496 0.0 1232.8688 
2573 -4874.5372 -4874.5372 0.0 1231.1711 
2574 -4874.5537 -4874.5537 0.0 1230.3566 
2575 -4874.5611 -4874.5611 0.0 1229.9549 
2576 -4874.5645 -4874.5645 0.0 1229.7587 
2577 -4874.5661 -4874.5661 0.0 1229.6615 
2578 -4874.5668 -4874.5668 0.0 1229.6155 
2579 -4874.5672 -4874.5672 0.0 1229.5915 
2580 -4874.5673 -4874.5673 0.0 1229.5796 
2581 -4874.0087 -4874.0087 0.0 1245.0581 
2582 -4874.3809 -4874.3809 0.0 1236.5128 
2583 -4874.4967 -4874.4967 0.0 1232.8439 
2584 -4874.5374 -4874.5374 0.0 1231.1599 
2585 -4874.5537 -4874.5537 0.0 1230.3549 
2586 -4874.561 -4874.561 0.0 1229.9591 
2587 -4874.5644 -4874.5644 0.0 1229.7662 
2588 -4874.5659 -4874.5659 0.0 1229.6709 
2589 -4874.5666 -4874.5666 0.0 1229.6261 
2590 -4874.567 -4874.567 0.0 1229.6027 
2591 -4874.5672 -4874.5672 0.0 1229.591 
2592 -4874.0081 -4874.0081 0.0 1245.073 
2593 -4874.3821 -4874.3821 0.0 1236.477 
2594 -4874.4974 -4874.4974 0.0 1232.819 
2595 -4874.5377 -4874.5377 0.0 1231.1486 
2596 -4874.5538 -4874.5538 0.0 1230.3531 
2597 -4874.561 -4874.561 0.0 1229.963 
2598 -4874.5642 -4874.5642 0.0 1229.7735 
2599 -4874.5658 -4874.5658 0.0 1229.6801 
2600 -4874.5666 -4874.5666 0.0 1229.6339 
2601 -4874.5668 -4874.5668 0.0 1229.6135 
2602 -4874.567 -4874.567 0.0 1229.6021 
2603 -4874.0074 -4874.0074 0.0 1245.0875 
2604 -4874.3835 -4874.3835 0.0 1236.4411 
2605 -4874.4981 -4874.4981 0.0 1232.7942 
2606 -4874.538 -4874.538 0.0 1231.1375 
2607 -4874.5538 -4874.5538 0.0 1230.3512 
2608 -4874.5609 -4874.5609 0.0 1229.9667 
2609 -4874.5641 -4874.5641 0.0 1229.7805 
2610 -4874.5656 -4874.5656 0.0 1229.689 
2611 -4874.5664 -4874.5664 0.0 1229.6438 
2612 -4874.5666 -4874.5666 0.0 1229.6239 
2613 -4874.5668 -4874.5668 0.0 1229.6129 
2614 -4874.0067 -4874.0067 0.0 1245.1016 
2615 -4874.3848 -4874.3848 0.0 1236.4052 
2616 -4874.4987 -4874.4987 0.0 1232.7695 
2617 -4874.5382 -4874.5382 0.0 1231.1262 
2618 -4874.5538 -4874.5538 0.0 1230.3492 
2619 -4874.5608 -4874.5608 0.0 1229.9702 
2620 -4874.564 -4874.564 0.0 1229.7872 
2621 -4874.5655 -4874.5655 0.0 1229.6975 
2622 -4874.5662 -4874.5662 0.0 1229.6534 
2623 -4874.5666 -4874.5666 0.0 1229.6317 
2624 -4874.5666 -4874.5666 0.0 1229.6234 
2625 -4874.0061 -4874.0061 0.0 1245.1152 
2626 -4874.3861 -4874.3861 0.0 1236.3693 
2627 -4874.4994 -4874.4994 0.0 1232.7449 
2628 -4874.5384 -4874.5384 0.0 1231.115 
2629 -4874.5539 -4874.5539 0.0 1230.3471 
2630 -4874.5607 -4874.5607 0.0 1229.976 
2631 -4874.5639 -4874.5639 0.0 1229.7937 
2632 -4874.5654 -4874.5654 0.0 1229.7058 
2633 -4874.5661 -4874.5661 0.0 1229.6627 
2634 -4874.5664 -4874.5664 0.0 1229.6415 
2635 -4874.5666 -4874.5666 0.0 1229.6312 
2636 -4873.9831 -4873.9831 0.0 1243.7363 
2637 -4874.3768 -4874.3768 0.0 1235.6415 
2638 -4874.495 -4874.495 0.0 1232.3769 
2639 -4874.5363 -4874.5363 0.0 1230.9331 
2640 -4874.5528 -4874.5528 0.0 1230.2599 
2641 -4874.5601 -4874.5601 0.0 1229.9369 
2642 -4874.5635 -4874.5635 0.0 1229.7789 
2643 -4874.5651 -4874.5651 0.0 1229.7033 
2644 -4874.5659 -4874.5659 0.0 1229.6664 
2645 -4874.5662 -4874.5662 0.0 1229.6484 
2646 -4874.5664 -4874.5664 0.0 1229.6396 
2647 -4873.9825 -4873.9825 0.0 1243.7477 
2648 -4874.3783 -4874.3783 0.0 1235.606 
2649 -4874.4958 -4874.4958 0.0 1232.3528 
2650 -4874.5366 -4874.5366 0.0 1230.9215 
2651 -4874.5528 -4874.5528 0.0 1230.2568 
2652 -4874.56 -4874.56 0.0 1229.9388 
2653 -4874.5634 -4874.5634 0.0 1229.7837 
2654 -4874.565 -4874.565 0.0 1229.7098 
2655 -4874.5657 -4874.5657 0.0 1229.6738 
2656 -4874.5661 -4874.5661 0.0 1229.6562 
2657 -4874.5662 -4874.5662 0.0 1229.6477 
2658 -4874.0053 -4874.0053 0.0 1245.1423 
2659 -4874.3748 -4874.3748 0.0 1236.6889 
2660 -4874.4929 -4874.4929 0.0 1232.9934 
2661 -4874.535 -4874.535 0.0 1231.2781 
2662 -4874.5519 -4874.5519 0.0 1230.4526 
2663 -4874.5594 -4874.5594 0.0 1230.0479 
2664 -4874.563 -4874.563 0.0 1229.8456 
2665 -4874.5646 -4874.5646 0.0 1229.7463 
2666 -4874.5654 -4874.5654 0.0 1229.6968 
2667 -4874.5658 -4874.5658 0.0 1229.6722 
2668 -4874.566 -4874.566 0.0 1229.6599 
2669 -4874.0046 -4874.0046 0.0 1245.1584 
2670 -4874.3762 -4874.3762 0.0 1236.6529 
2671 -4874.4935 -4874.4935 0.0 1232.9681 
2672 -4874.5352 -4874.5352 0.0 1231.2667 
2673 -4874.5519 -4874.5519 0.0 1230.451 
2674 -4874.5593 -4874.5593 0.0 1230.0522 
2675 -4874.5628 -4874.5628 0.0 1229.8533 
2676 -4874.5645 -4874.5645 0.0 1229.756 
2677 -4874.5653 -4874.5653 0.0 1229.7077 
2678 -4874.5657 -4874.5657 0.0 1229.6837 
2679 -4874.5658 -4874.5658 0.0 1229.6717 
2680 -4874.0038 -4874.0038 0.0 1245.1738 
2681 -4874.3776 -4874.3776 0.0 1236.6169 
2682 -4874.4942 -4874.4942 0.0 1232.9428 
2683 -4874.5355 -4874.5355 0.0 1231.2553 
2684 -4874.552 -4874.552 0.0 1230.4491 
2685 -4874.5592 -4874.5592 0.0 1230.0562 
2686 -4874.5627 -4874.5627 0.0 1229.8608 
2687 -4874.5643 -4874.5643 0.0 1229.7655 
2688 -4874.5651 -4874.5651 0.0 1229.7182 
2689 -4874.5655 -4874.5655 0.0 1229.6948 
2690 -4874.5657 -4874.5657 0.0 1229.6832 
2691 -4874.0032 -4874.0032 0.0 1245.1888 
2692 -4874.3789 -4874.3789 0.0 1236.5807 
2693 -4874.495 -4874.495 0.0 1232.9176 
2694 -4874.5357 -4874.5357 0.0 1231.2438 
2695 -4874.552 -4874.552 0.0 1230.4472 
2696 -4874.5592 -4874.5592 0.0 1230.0601 
2697 -4874.5626 -4874.5626 0.0 1229.868 
2698 -4874.5642 -4874.5642 0.0 1229.7745 
2699 -4874.5649 -4874.5649 0.0 1229.7284 
2700 -4874.5653 -4874.5653 0.0 1229.7055 
2701 -4874.5655 -4874.5655 0.0 1229.6943 
2702 -4874.0025 -4874.0025 0.0 1245.2032 
2703 -4874.3802 -4874.3802 0.0 1236.5445 
2704 -4874.4957 -4874.4957 0.0 1232.8925 
2705 -4874.536 -4874.536 0.0 1231.2324 
2706 -4874.552 -4874.552 0.0 1230.4451 
2707 -4874.5591 -4874.5591 0.0 1230.0637 
2708 -4874.5624 -4874.5624 0.0 1229.8749 
2709 -4874.564 -4874.564 0.0 1229.7833 
2710 -4874.5648 -4874.5648 0.0 1229.7382 
2711 -4874.5651 -4874.5651 0.0 1229.716 
2712 -4874.5653 -4874.5653 0.0 1229.705 
2713 -4874.0019 -4874.0019 0.0 1245.2172 
2714 -4874.3815 -4874.3815 0.0 1236.5082 
2715 -4874.4964 -4874.4964 0.0 1232.8674 
2716 -4874.5363 -4874.5363 0.0 1231.2209 
2717 -4874.5521 -4874.5521 0.0 1230.4429 
2718 -4874.559 -4874.559 0.0 1230.0671 
2719 -4874.5623 -4874.5623 0.0 1229.8815 
2720 -4874.5639 -4874.5639 0.0 1229.7918 
2721 -4874.5646 -4874.5646 0.0 1229.7477 
2722 -4874.565 -4874.565 0.0 1229.726 
2723 -4874.5651 -4874.5651 0.0 1229.7153 
2724 -4874.0013 -4874.0013 0.0 1245.2307 
2725 -4874.3829 -4874.3829 0.0 1236.4718 
2726 -4874.497 -4874.497 0.0 1232.8424 
2727 -4874.5365 -4874.5365 0.0 1231.2094 
2728 -4874.5521 -4874.5521 0.0 1230.4405 
2729 -4874.559 -4874.559 0.0 1230.0702 
2730 -4874.5622 -4874.5622 0.0 1229.8879 
2731 -4874.5637 -4874.5637 0.0 1229.8 
2732 -4874.5645 -4874.5645 0.0 1229.7569 
2733 -4874.5648 -4874.5648 0.0 1229.7358 
2734 -4874.565 -4874.565 0.0 1229.7254 
2735 -4873.9783 -4873.9783 0.0 1243.8527 
2736 -4874.3737 -4874.3737 0.0 1235.7444 
2737 -4874.4927 -4874.4927 0.0 1232.4745 
2738 -4874.5343 -4874.5343 0.0 1231.0287 
2739 -4874.551 -4874.551 0.0 1230.3534 
2740 -4874.5584 -4874.5584 0.0 1230.0311 
2741 -4874.5618 -4874.5618 0.0 1229.8731 
2742 -4874.5635 -4874.5635 0.0 1229.7975 
2743 -4874.5642 -4874.5642 0.0 1229.7606 
2744 -4874.5646 -4874.5646 0.0 1229.7426 
2745 -4874.5648 -4874.5648 0.0 1229.7338 
2746 -4873.9778 -4873.9778 0.0 1243.8641 
2747 -4874.3752 -4874.3752 0.0 1235.7086 
2748 -4874.4935 -4874.4935 0.0 1232.4501 
2749 -4874.5346 -4874.5346 0.0 1231.017 
2750 -4874.5511 -4874.5511 0.0 1230.349 
2751 -4874.5583 -4874.5583 0.0 1230.033 
2752 -4874.5618 -4874.5618 0.0 1229.8779 
2753 -4874.5633 -4874.5633 0.0 1229.8039 
2754 -4874.5641 -4874.5641 0.0 1229.7679 
2755 -4874.5644 -4874.5644 0.0 1229.7504 
2756 -4874.5646 -4874.5646 0.0 1229.7419 
2757 -4874.0004 -4874.0004 0.0 1245.2577 
2758 -4874.3717 -4874.3717 0.0 1236.7898 
2759 -4874.4904 -4874.4904 0.0 1233.0926 
2760 -4874.5331 -4874.5331 0.0 1231.3714 
2761 -4874.55 -4874.55 0.0 1230.5481 
2762 -4874.5576 -4874.5576 0.0 1230.1427 
2763 -4874.5613 -4874.5613 0.0 1229.94 
2764 -4874.563 -4874.563 0.0 1229.8406 
2765 -4874.5638 -4874.5638 0.0 1229.7911 
2766 -4874.5642 -4874.5642 0.0 1229.7664 
2767 -4874.5644 -4874.5644 0.0 1229.7541 
2768 -4873.9997 -4873.9997 0.0 1245.2737 
2769 -4874.3731 -4874.3731 0.0 1236.7535 
2770 -4874.4911 -4874.4911 0.0 1233.067 
2771 -4874.5333 -4874.5333 0.0 1231.3598 
2772 -4874.5501 -4874.5501 0.0 1230.5463 
2773 -4874.5576 -4874.5576 0.0 1230.1469 
2774 -4874.5612 -4874.5612 0.0 1229.9477 
2775 -4874.5628 -4874.5628 0.0 1229.8503 
2776 -4874.5636 -4874.5636 0.0 1229.802 
2777 -4874.564 -4874.564 0.0 1229.7779 
2778 -4874.5642 -4874.5642 0.0 1229.7659 
2779 -4873.9989 -4873.9989 0.0 1245.2892 
2780 -4874.3742 -4874.3742 0.0 1236.7219 
2781 -4874.4918 -4874.4918 0.0 1233.0414 
2782 -4874.5336 -4874.5336 0.0 1231.3481 
2783 -4874.5501 -4874.5501 0.0 1230.5443 
2784 -4874.5575 -4874.5575 0.0 1230.1508 
2785 -4874.561 -4874.561 0.0 1229.9551 
2786 -4874.5627 -4874.5627 0.0 1229.8597 
2787 -4874.5635 -4874.5635 0.0 1229.8124 
2788 -4874.5638 -4874.5638 0.0 1229.789 
2789 -4874.564 -4874.564 0.0 1229.7774 
2790 -4873.9983 -4873.9983 0.0 1245.3041 
2791 -4874.3756 -4874.3756 0.0 1236.6842 
2792 -4874.4925 -4874.4925 0.0 1233.0159 
2793 -4874.5339 -4874.5339 0.0 1231.3365 
2794 -4874.5502 -4874.5502 0.0 1230.5423 
2795 -4874.5574 -4874.5574 0.0 1230.1546 
2796 -4874.5609 -4874.5609 0.0 1229.9623 
2797 -4874.5625 -4874.5625 0.0 1229.8688 
2798 -4874.5633 -4874.5633 0.0 1229.8226 
2799 -4874.5637 -4874.5637 0.0 1229.7997 
2800 -4874.5639 -4874.5639 0.0 1229.7884 
2801 -4873.9976 -4873.9976 0.0 1245.3185 
2802 -4874.377 -4874.377 0.0 1236.6476 
2803 -4874.4932 -4874.4932 0.0 1232.9904 
2804 -4874.5341 -4874.5341 0.0 1231.3248 
2805 -4874.5502 -4874.5502 0.0 1230.54 
2806 -4874.5574 -4874.5574 0.0 1230.1581 
2807 -4874.5606 -4874.5606 0.0 1229.9715 
2808 -4874.5624 -4874.5624 0.0 1229.8775 
2809 -4874.5631 -4874.5631 0.0 1229.8324 
2810 -4874.5635 -4874.5635 0.0 1229.8101 
2811 -4874.5637 -4874.5637 0.0 1229.7992 
2812 -4873.997 -4873.997 0.0 1245.3325 
2813 -4874.3783 -4874.3783 0.0 1236.6109 
2814 -4874.4939 -4874.4939 0.0 1232.9651 
2815 -4874.5344 -4874.5344 0.0 1231.313 
2816 -4874.5503 -4874.5503 0.0 1230.5377 
2817 -4874.5573 -4874.5573 0.0 1230.1614 
2818 -4874.5605 -4874.5605 0.0 1229.9781 
2819 -4874.5622 -4874.5622 0.0 1229.8859 
2820 -4874.563 -4874.563 0.0 1229.8418 
2821 -4874.5633 -4874.5633 0.0 1229.8202 
2822 -4874.5635 -4874.5635 0.0 1229.8095 
2823 -4873.9964 -4873.9964 0.0 1245.346 
2824 -4874.3797 -4874.3797 0.0 1236.5742 
2825 -4874.4946 -4874.4946 0.0 1232.9398 
2826 -4874.5345 -4874.5345 0.0 1231.3049 
2827 -4874.5503 -4874.5503 0.0 1230.5351 
2828 -4874.5573 -4874.5573 0.0 1230.1645 
2829 -4874.5604 -4874.5604 0.0 1229.9844 
2830 -4874.5621 -4874.5621 0.0 1229.894 
2831 -4874.5628 -4874.5628 0.0 1229.851 
2832 -4874.5632 -4874.5632 0.0 1229.8299 
2833 -4874.5633 -4874.5633 0.0 1229.8195 
2834 -4873.9735 -4873.9735 0.0 1243.969 
2835 -4874.3705 -4874.3705 0.0 1235.8472 
2836 -4874.4903 -4874.4903 0.0 1232.5721 
2837 -4874.5324 -4874.5324 0.0 1231.1231 
2838 -4874.5492 -4874.5492 0.0 1230.448 
2839 -4874.5566 -4874.5566 0.0 1230.1254 
2840 -4874.5601 -4874.5601 0.0 1229.9695 
2841 -4874.5618 -4874.5618 0.0 1229.8915 
2842 -4874.5626 -4874.5626 0.0 1229.8547 
2843 -4874.563 -4874.563 0.0 1229.8367 
2844 -4874.5631 -4874.5631 0.0 1229.8279 
2845 -4873.973 -4873.973 0.0 1243.9804 
2846 -4874.372 -4874.372 0.0 1235.8111 
2847 -4874.4911 -4874.4911 0.0 1232.5474 
2848 -4874.5327 -4874.5327 0.0 1231.1112 
2849 -4874.5493 -4874.5493 0.0 1230.4447 
2850 -4874.5566 -4874.5566 0.0 1230.1272 
2851 -4874.56 -4874.56 0.0 1229.9743 
2852 -4874.5617 -4874.5617 0.0 1229.8979 
2853 -4874.5625 -4874.5625 0.0 1229.862 
2854 -4874.5628 -4874.5628 0.0 1229.8445 
2855 -4874.563 -4874.563 0.0 1229.836 
2856 -4873.9955 -4873.9955 0.0 1245.3729 
2857 -4874.3684 -4874.3684 0.0 1236.893 
2858 -4874.4879 -4874.4879 0.0 1233.1917 
2859 -4874.531 -4874.531 0.0 1231.4682 
2860 -4874.5482 -4874.5482 0.0 1230.6423 
2861 -4874.5558 -4874.5558 0.0 1230.2386 
2862 -4874.5595 -4874.5595 0.0 1230.0367 
2863 -4874.5613 -4874.5613 0.0 1229.9348 
2864 -4874.5622 -4874.5622 0.0 1229.8852 
2865 -4874.5626 -4874.5626 0.0 1229.8606 
2866 -4874.5628 -4874.5628 0.0 1229.8483 
2867 -4873.9948 -4873.9948 0.0 1245.3889 
2868 -4874.3699 -4874.3699 0.0 1236.8552 
2869 -4874.4886 -4874.4886 0.0 1233.1658 
2870 -4874.5313 -4874.5313 0.0 1231.4564 
2871 -4874.5483 -4874.5483 0.0 1230.6404 
2872 -4874.5557 -4874.5557 0.0 1230.2427 
2873 -4874.5593 -4874.5593 0.0 1230.0444 
2874 -4874.5612 -4874.5612 0.0 1229.9445 
2875 -4874.562 -4874.562 0.0 1229.8961 
2876 -4874.5624 -4874.5624 0.0 1229.8721 
2877 -4874.5626 -4874.5626 0.0 1229.8601 
2878 -4873.9941 -4873.9941 0.0 1245.4044 
2879 -4874.3713 -4874.3713 0.0 1236.8184 
2880 -4874.4893 -4874.4893 0.0 1233.14 
2881 -4874.5316 -4874.5316 0.0 1231.4445 
2882 -4874.5483 -4874.5483 0.0 1230.6383 
2883 -4874.5557 -4874.5557 0.0 1230.2466 
2884 -4874.5592 -4874.5592 0.0 1230.0518 
2885 -4874.561 -4874.561 0.0 1229.9539 
2886 -4874.5618 -4874.5618 0.0 1229.9066 
2887 -4874.5622 -4874.5622 0.0 1229.8832 
2888 -4874.5624 -4874.5624 0.0 1229.8715 
2889 -4873.9934 -4873.9934 0.0 1245.4194 
2890 -4874.3725 -4874.3725 0.0 1236.784 
2891 -4874.49 -4874.49 0.0 1233.1142 
2892 -4874.5318 -4874.5318 0.0 1231.4326 
2893 -4874.5484 -4874.5484 0.0 1230.6361 
2894 -4874.5556 -4874.5556 0.0 1230.2503 
2895 -4874.5591 -4874.5591 0.0 1230.0589 
