# step Etot Epot T p 
5017 -4874.5133 -4874.5133 0.0 1232.1759 
5018 -4874.5176 -4874.5176 0.0 1232.0166 
5019 -4874.5196 -4874.5196 0.0 1231.9403 
5020 -4874.5206 -4874.5206 0.0 1231.9033 
5021 -4874.5211 -4874.5211 0.0 1231.8855 
5022 -4874.5213 -4874.5213 0.0 1231.8768 
5023 -4873.8659 -4873.8659 0.0 1246.4948 
5024 -4874.2993 -4874.2993 0.0 1238.0341 
5025 -4874.4341 -4874.4341 0.0 1234.6682 
5026 -4874.4837 -4874.4837 0.0 1233.184 
5027 -4874.5042 -4874.5042 0.0 1232.4992 
5028 -4874.5133 -4874.5133 0.0 1232.1762 
5029 -4874.5175 -4874.5175 0.0 1232.0204 
5030 -4874.5195 -4874.5195 0.0 1231.9461 
5031 -4874.5204 -4874.5204 0.0 1231.9102 
5032 -4874.5209 -4874.5209 0.0 1231.893 
5033 -4874.5211 -4874.5211 0.0 1231.8846 
5034 -4873.8863 -4873.8863 0.0 1247.8742 
5035 -4874.2905 -4874.2905 0.0 1239.1753 
5036 -4874.4274 -4874.4274 0.0 1235.3562 
5037 -4874.4797 -4874.4797 0.0 1233.5748 
5038 -4874.5018 -4874.5018 0.0 1232.7173 
5039 -4874.5118 -4874.5118 0.0 1232.2979 
5040 -4874.5165 -4874.5165 0.0 1232.0906 
5041 -4874.5189 -4874.5189 0.0 1231.9865 
5042 -4874.52 -4874.52 0.0 1231.9353 
5043 -4874.5206 -4874.5206 0.0 1231.9098 
5044 -4874.5209 -4874.5209 0.0 1231.8972 
5045 -4873.8856 -4873.8856 0.0 1247.8905 
5046 -4874.2922 -4874.2922 0.0 1239.1314 
5047 -4874.4285 -4874.4285 0.0 1235.3236 
5048 -4874.4802 -4874.4802 0.0 1233.5583 
5049 -4874.5019 -4874.5019 0.0 1232.7125 
5050 -4874.5117 -4874.5117 0.0 1232.3004 
5051 -4874.5164 -4874.5164 0.0 1232.0974 
5052 -4874.5187 -4874.5187 0.0 1231.9959 
5053 -4874.5197 -4874.5197 0.0 1231.9461 
5054 -4874.5203 -4874.5203 0.0 1231.9215 
5055 -4874.5206 -4874.5206 0.0 1231.9092 
5056 -4873.8848 -4873.8848 0.0 1247.9061 
5057 -4874.294 -4874.294 0.0 1239.0872 
5058 -4874.4295 -4874.4295 0.0 1235.291 
5059 -4874.4806 -4874.4806 0.0 1233.5418 
5060 -4874.5021 -4874.5021 0.0 1232.7074 
5061 -4874.5117 -4874.5117 0.0 1232.3026 
5062 -4874.5163 -4874.5163 0.0 1232.1028 
5063 -4874.5185 -4874.5185 0.0 1232.0049 
5064 -4874.5196 -4874.5196 0.0 1231.9565 
5065 -4874.52 -4874.52 0.0 1231.9327 
5066 -4874.5203 -4874.5203 0.0 1231.9208 
5067 -4873.8841 -4873.8841 0.0 1247.921 
5068 -4874.2959 -4874.2959 0.0 1239.0417 
5069 -4874.4305 -4874.4305 0.0 1235.2585 
5070 -4874.4811 -4874.4811 0.0 1233.5252 
5071 -4874.5022 -4874.5022 0.0 1232.7023 
5072 -4874.5116 -4874.5116 0.0 1232.3045 
5073 -4874.5162 -4874.5162 0.0 1232.1089 
5074 -4874.5183 -4874.5183 0.0 1232.0134 
5075 -4874.5193 -4874.5193 0.0 1231.9664 
5076 -4874.5198 -4874.5198 0.0 1231.9433 
5077 -4874.5201 -4874.5201 0.0 1231.9319 
5078 -4873.8834 -4873.8834 0.0 1247.9353 
5079 -4874.2976 -4874.2976 0.0 1238.9973 
5080 -4874.4316 -4874.4316 0.0 1235.2261 
5081 -4874.4815 -4874.4815 0.0 1233.5087 
5082 -4874.5023 -4874.5023 0.0 1232.697 
5083 -4874.5116 -4874.5116 0.0 1232.3062 
5084 -4874.516 -4874.516 0.0 1232.1147 
5085 -4874.5181 -4874.5181 0.0 1232.0216 
5086 -4874.5191 -4874.5191 0.0 1231.976 
5087 -4874.5196 -4874.5196 0.0 1231.9535 
5088 -4874.5198 -4874.5198 0.0 1231.9425 
5089 -4873.8827 -4873.8827 0.0 1247.949 
5090 -4874.2995 -4874.2995 0.0 1238.9516 
5091 -4874.4326 -4874.4326 0.0 1235.1939 
5092 -4874.482 -4874.482 0.0 1233.4922 
5093 -4874.5025 -4874.5025 0.0 1232.6915 
5094 -4874.5116 -4874.5116 0.0 1232.3077 
5095 -4874.5159 -4874.5159 0.0 1232.1202 
5096 -4874.5179 -4874.5179 0.0 1232.0294 
5097 -4874.5189 -4874.5189 0.0 1231.9851 
5098 -4874.5194 -4874.5194 0.0 1231.9634 
5099 -4874.5196 -4874.5196 0.0 1231.9527 
5100 -4873.8621 -4873.8621 0.0 1246.5856 
5101 -4874.2918 -4874.2918 0.0 1238.2249 
5102 -4874.4291 -4874.4291 0.0 1234.8247 
5103 -4874.4803 -4874.4803 0.0 1233.3093 
5104 -4874.5016 -4874.5016 0.0 1232.6038 
5105 -4874.5111 -4874.5111 0.0 1232.2683 
5106 -4874.5155 -4874.5155 0.0 1232.1053 
5107 -4874.5177 -4874.5177 0.0 1232.0269 
5108 -4874.5187 -4874.5187 0.0 1231.9889 
5109 -4874.5192 -4874.5192 0.0 1231.9703 
5110 -4874.5194 -4874.5194 0.0 1231.9613 
5111 -4873.8616 -4873.8616 0.0 1246.597 
5112 -4874.2937 -4874.2937 0.0 1238.1818 
5113 -4874.4302 -4874.4302 0.0 1234.7938 
5114 -4874.4808 -4874.4808 0.0 1233.2932 
5115 -4874.5018 -4874.5018 0.0 1232.5979 
5116 -4874.5111 -4874.5111 0.0 1232.2686 
5117 -4874.5155 -4874.5155 0.0 1232.1093 
5118 -4874.5175 -4874.5175 0.0 1232.033 
5119 -4874.5185 -4874.5185 0.0 1231.996 
5120 -4874.5189 -4874.5189 0.0 1231.9781 
5121 -4874.5192 -4874.5192 0.0 1231.9695 
5122 -4873.861 -4873.861 0.0 1246.6079 
5123 -4874.2957 -4874.2957 0.0 1238.1367 
5124 -4874.4313 -4874.4313 0.0 1234.7636 
5125 -4874.4813 -4874.4813 0.0 1233.2774 
5126 -4874.5019 -4874.5019 0.0 1232.592 
5127 -4874.511 -4874.511 0.0 1232.2689 
5128 -4874.5153 -4874.5153 0.0 1232.1142 
5129 -4874.5173 -4874.5173 0.0 1232.0387 
5130 -4874.5183 -4874.5183 0.0 1232.0029 
5131 -4874.5188 -4874.5188 0.0 1231.9856 
5132 -4874.519 -4874.519 0.0 1231.9773 
5133 -4873.8813 -4873.8813 0.0 1247.9868 
5134 -4874.2868 -4874.2868 0.0 1239.2777 
5135 -4874.4245 -4874.4245 0.0 1235.4536 
5136 -4874.4772 -4874.4772 0.0 1233.6697 
5137 -4874.4995 -4874.4995 0.0 1232.811 
5138 -4874.5095 -4874.5095 0.0 1232.3911 
5139 -4874.5143 -4874.5143 0.0 1232.1835 
5140 -4874.5166 -4874.5166 0.0 1232.0805 
5141 -4874.5179 -4874.5179 0.0 1232.0281 
5142 -4874.5184 -4874.5184 0.0 1232.0026 
5143 -4874.5187 -4874.5187 0.0 1231.9899 
5144 -4873.8805 -4873.8805 0.0 1248.0031 
5145 -4874.2886 -4874.2886 0.0 1239.2334 
5146 -4874.4256 -4874.4256 0.0 1235.4207 
5147 -4874.4776 -4874.4776 0.0 1233.6529 
5148 -4874.4996 -4874.4996 0.0 1232.806 
5149 -4874.5095 -4874.5095 0.0 1232.3935 
5150 -4874.5142 -4874.5142 0.0 1232.1904 
5151 -4874.5164 -4874.5164 0.0 1232.0899 
5152 -4874.5176 -4874.5176 0.0 1232.0389 
5153 -4874.5182 -4874.5182 0.0 1232.0142 
5154 -4874.5184 -4874.5184 0.0 1232.002 
5155 -4873.8798 -4873.8798 0.0 1248.0187 
5156 -4874.2904 -4874.2904 0.0 1239.189 
5157 -4874.4266 -4874.4266 0.0 1235.3878 
5158 -4874.4781 -4874.4781 0.0 1233.6362 
5159 -4874.4997 -4874.4997 0.0 1232.8009 
5160 -4874.5095 -4874.5095 0.0 1232.3956 
5161 -4874.514 -4874.514 0.0 1232.1968 
5162 -4874.5163 -4874.5163 0.0 1232.0977 
5163 -4874.5174 -4874.5174 0.0 1232.0493 
5164 -4874.5179 -4874.5179 0.0 1232.0254 
5165 -4874.5182 -4874.5182 0.0 1232.0136 
5166 -4873.879 -4873.879 0.0 1248.0349 
5167 -4874.2922 -4874.2922 0.0 1239.1443 
5168 -4874.4277 -4874.4277 0.0 1235.355 
5169 -4874.4785 -4874.4785 0.0 1233.6194 
5170 -4874.4998 -4874.4998 0.0 1232.7956 
5171 -4874.5094 -4874.5094 0.0 1232.3975 
5172 -4874.5139 -4874.5139 0.0 1232.2029 
5173 -4874.5161 -4874.5161 0.0 1232.1062 
5174 -4874.5171 -4874.5171 0.0 1232.0592 
5175 -4874.5177 -4874.5177 0.0 1232.036 
5176 -4874.5179 -4874.5179 0.0 1232.0246 
5177 -4873.8783 -4873.8783 0.0 1248.0492 
5178 -4874.294 -4874.294 0.0 1239.0995 
5179 -4874.4287 -4874.4287 0.0 1235.3223 
5180 -4874.479 -4874.479 0.0 1233.6027 
5181 -4874.5 -4874.5 0.0 1232.7902 
5182 -4874.5094 -4874.5094 0.0 1232.3991 
5183 -4874.5138 -4874.5138 0.0 1232.2087 
5184 -4874.5159 -4874.5159 0.0 1232.1143 
5185 -4874.5169 -4874.5169 0.0 1232.0699 
5186 -4874.5174 -4874.5174 0.0 1232.0462 
5187 -4874.5177 -4874.5177 0.0 1232.0352 
5188 -4873.8776 -4873.8776 0.0 1248.0628 
5189 -4874.2958 -4874.2958 0.0 1239.0535 
5190 -4874.4297 -4874.4297 0.0 1235.2897 
5191 -4874.4795 -4874.4795 0.0 1233.5859 
5192 -4874.5001 -4874.5001 0.0 1232.7845 
5193 -4874.5093 -4874.5093 0.0 1232.4005 
5194 -4874.5136 -4874.5136 0.0 1232.2141 
5195 -4874.5157 -4874.5157 0.0 1232.1221 
5196 -4874.5167 -4874.5167 0.0 1232.0789 
5197 -4874.5172 -4874.5172 0.0 1232.056 
5198 -4874.5175 -4874.5175 0.0 1232.0454 
5199 -4873.8572 -4873.8572 0.0 1246.6997 
5200 -4874.2882 -4874.2882 0.0 1238.3268 
5201 -4874.4263 -4874.4263 0.0 1234.9205 
5202 -4874.4778 -4874.4778 0.0 1233.403 
5203 -4874.4993 -4874.4993 0.0 1232.6968 
5204 -4874.5088 -4874.5088 0.0 1232.361 
5205 -4874.5133 -4874.5133 0.0 1232.1991 
5206 -4874.5155 -4874.5155 0.0 1232.1195 
5207 -4874.5165 -4874.5165 0.0 1232.0826 
5208 -4874.5169 -4874.5169 0.0 1232.0641 
5209 -4874.5172 -4874.5172 0.0 1232.0539 
5210 -4873.8566 -4873.8566 0.0 1246.711 
5211 -4874.2902 -4874.2902 0.0 1238.2821 
5212 -4874.4274 -4874.4274 0.0 1234.8893 
5213 -4874.4783 -4874.4783 0.0 1233.3867 
5214 -4874.4995 -4874.4995 0.0 1232.6907 
5215 -4874.5088 -4874.5088 0.0 1232.3612 
5216 -4874.5132 -4874.5132 0.0 1232.203 
5217 -4874.5153 -4874.5153 0.0 1232.1267 
5218 -4874.5163 -4874.5163 0.0 1232.0885 
5219 -4874.5167 -4874.5167 0.0 1232.0719 
5220 -4874.5169 -4874.5169 0.0 1232.0632 
5221 -4873.856 -4873.856 0.0 1246.7218 
5222 -4874.2922 -4874.2922 0.0 1238.2391 
5223 -4874.4285 -4874.4285 0.0 1234.8588 
5224 -4874.4788 -4874.4788 0.0 1233.3708 
5225 -4874.4996 -4874.4996 0.0 1232.6848 
5226 -4874.5088 -4874.5088 0.0 1232.3614 
5227 -4874.5131 -4874.5131 0.0 1232.2068 
5228 -4874.5151 -4874.5151 0.0 1232.1324 
5229 -4874.5161 -4874.5161 0.0 1232.0955 
5230 -4874.5165 -4874.5165 0.0 1232.0794 
5231 -4874.5168 -4874.5168 0.0 1232.071 
5232 -4873.8762 -4873.8762 0.0 1248.1004 
5233 -4874.2832 -4874.2832 0.0 1239.3787 
5234 -4874.4213 -4874.4213 0.0 1235.5556 
5235 -4874.4746 -4874.4746 0.0 1233.7643 
5236 -4874.4971 -4874.4971 0.0 1232.9046 
5237 -4874.5073 -4874.5073 0.0 1232.4842 
5238 -4874.5121 -4874.5121 0.0 1232.2763 
5239 -4874.5145 -4874.5145 0.0 1232.1732 
5240 -4874.5157 -4874.5157 0.0 1232.1207 
5241 -4874.5162 -4874.5162 0.0 1232.0952 
5242 -4874.5165 -4874.5165 0.0 1232.0836 
5243 -4873.8754 -4873.8754 0.0 1248.1167 
5244 -4874.2849 -4874.2849 0.0 1239.3353 
5245 -4874.4224 -4874.4224 0.0 1235.5224 
5246 -4874.4751 -4874.4751 0.0 1233.7474 
5247 -4874.4972 -4874.4972 0.0 1232.8994 
5248 -4874.5072 -4874.5072 0.0 1232.4865 
5249 -4874.512 -4874.512 0.0 1232.2831 
5250 -4874.5143 -4874.5143 0.0 1232.1825 
5251 -4874.5154 -4874.5154 0.0 1232.1327 
5252 -4874.516 -4874.516 0.0 1232.1068 
5253 -4874.5163 -4874.5163 0.0 1232.0946 
5254 -4873.8746 -4873.8746 0.0 1248.1323 
5255 -4874.2868 -4874.2868 0.0 1239.2905 
5256 -4874.4237 -4874.4237 0.0 1235.4845 
5257 -4874.4756 -4874.4756 0.0 1233.7305 
5258 -4874.4974 -4874.4974 0.0 1232.8942 
5259 -4874.5072 -4874.5072 0.0 1232.4886 
5260 -4874.5118 -4874.5118 0.0 1232.2895 
5261 -4874.5141 -4874.5141 0.0 1232.1915 
5262 -4874.5151 -4874.5151 0.0 1232.1431 
5263 -4874.5157 -4874.5157 0.0 1232.1179 
5264 -4874.516 -4874.516 0.0 1232.1061 
5265 -4873.8739 -4873.8739 0.0 1248.1473 
5266 -4874.2886 -4874.2886 0.0 1239.2456 
5267 -4874.4248 -4874.4248 0.0 1235.4514 
5268 -4874.476 -4874.476 0.0 1233.7135 
5269 -4874.4975 -4874.4975 0.0 1232.8887 
5270 -4874.5072 -4874.5072 0.0 1232.4903 
5271 -4874.5117 -4874.5117 0.0 1232.2956 
5272 -4874.5139 -4874.5139 0.0 1232.2 
5273 -4874.5149 -4874.5149 0.0 1232.1529 
5274 -4874.5154 -4874.5154 0.0 1232.1298 
5275 -4874.5157 -4874.5157 0.0 1232.1172 
5276 -4873.8732 -4873.8732 0.0 1248.1615 
5277 -4874.2904 -4874.2904 0.0 1239.2004 
5278 -4874.4258 -4874.4258 0.0 1235.4183 
5279 -4874.4765 -4874.4765 0.0 1233.6966 
5280 -4874.4977 -4874.4977 0.0 1232.8831 
5281 -4874.5071 -4874.5071 0.0 1232.4918 
5282 -4874.5115 -4874.5115 0.0 1232.3013 
5283 -4874.5137 -4874.5137 0.0 1232.208 
5284 -4874.5147 -4874.5147 0.0 1232.1624 
5285 -4874.5152 -4874.5152 0.0 1232.1399 
5286 -4874.5155 -4874.5155 0.0 1232.1289 
5287 -4873.8726 -4873.8726 0.0 1248.1751 
5288 -4874.2922 -4874.2922 0.0 1239.1552 
5289 -4874.4269 -4874.4269 0.0 1235.3854 
5290 -4874.477 -4874.477 0.0 1233.6796 
5291 -4874.4978 -4874.4978 0.0 1232.8774 
5292 -4874.5071 -4874.5071 0.0 1232.4931 
5293 -4874.5114 -4874.5114 0.0 1232.3066 
5294 -4874.5135 -4874.5135 0.0 1232.2157 
5295 -4874.5145 -4874.5145 0.0 1232.1714 
5296 -4874.515 -4874.515 0.0 1232.1497 
5297 -4874.5152 -4874.5152 0.0 1232.1391 
5298 -4873.8522 -4873.8522 0.0 1246.8125 
5299 -4874.2846 -4874.2846 0.0 1238.4286 
5300 -4874.4235 -4874.4235 0.0 1235.0162 
5301 -4874.4753 -4874.4753 0.0 1233.4966 
5302 -4874.497 -4874.497 0.0 1232.7897 
5303 -4874.5066 -4874.5066 0.0 1232.4537 
5304 -4874.5111 -4874.5111 0.0 1232.2918 
5305 -4874.5132 -4874.5132 0.0 1232.2133 
5306 -4874.5143 -4874.5143 0.0 1232.1752 
5307 -4874.5148 -4874.5148 0.0 1232.1567 
5308 -4874.515 -4874.515 0.0 1232.1476 
5309 -4873.8516 -4873.8516 0.0 1246.8239 
5310 -4874.2866 -4874.2866 0.0 1238.3849 
5311 -4874.4246 -4874.4246 0.0 1234.9848 
5312 -4874.4758 -4874.4758 0.0 1233.4802 
5313 -4874.4971 -4874.4971 0.0 1232.7835 
5314 -4874.5066 -4874.5066 0.0 1232.4539 
5315 -4874.511 -4874.511 0.0 1232.2956 
5316 -4874.5131 -4874.5131 0.0 1232.2192 
5317 -4874.5141 -4874.5141 0.0 1232.1823 
5318 -4874.5145 -4874.5145 0.0 1232.1644 
5319 -4874.5148 -4874.5148 0.0 1232.1558 
5320 -4873.8511 -4873.8511 0.0 1246.8347 
5321 -4874.2886 -4874.2886 0.0 1238.3405 
5322 -4874.4257 -4874.4257 0.0 1234.9541 
5323 -4874.4763 -4874.4763 0.0 1233.4641 
5324 -4874.4973 -4874.4973 0.0 1232.7774 
5325 -4874.5066 -4874.5066 0.0 1232.454 
5326 -4874.5109 -4874.5109 0.0 1232.2993 
5327 -4874.5129 -4874.5129 0.0 1232.225 
5328 -4874.5139 -4874.5139 0.0 1232.1892 
5329 -4874.5144 -4874.5144 0.0 1232.1719 
5330 -4874.5146 -4874.5146 0.0 1232.1636 
5331 -4873.8712 -4873.8712 0.0 1248.2127 
5332 -4874.2795 -4874.2795 0.0 1239.4809 
5333 -4874.4184 -4874.4184 0.0 1235.6528 
5334 -4874.4721 -4874.4721 0.0 1233.859 
5335 -4874.4947 -4874.4947 0.0 1232.9981 
5336 -4874.505 -4874.505 0.0 1232.5772 
5337 -4874.5099 -4874.5099 0.0 1232.3691 
5338 -4874.5123 -4874.5123 0.0 1232.2658 
5339 -4874.5135 -4874.5135 0.0 1232.2144 
5340 -4874.514 -4874.514 0.0 1232.1889 
5341 -4874.5143 -4874.5143 0.0 1232.1762 
5342 -4873.8704 -4873.8704 0.0 1248.229 
5343 -4874.2813 -4874.2813 0.0 1239.436 
5344 -4874.4195 -4874.4195 0.0 1235.6193 
5345 -4874.4725 -4874.4725 0.0 1233.8419 
5346 -4874.4949 -4874.4949 0.0 1232.9928 
5347 -4874.505 -4874.505 0.0 1232.5794 
5348 -4874.5097 -4874.5097 0.0 1232.3758 
5349 -4874.512 -4874.512 0.0 1232.2752 
5350 -4874.5132 -4874.5132 0.0 1232.2253 
5351 -4874.5137 -4874.5137 0.0 1232.2006 
5352 -4874.514 -4874.514 0.0 1232.1883 
5353 -4873.8696 -4873.8696 0.0 1248.2447 
5354 -4874.2831 -4874.2831 0.0 1239.3909 
5355 -4874.4206 -4874.4206 0.0 1235.5859 
5356 -4874.473 -4874.473 0.0 1233.8247 
5357 -4874.495 -4874.495 0.0 1232.9874 
5358 -4874.5049 -4874.5049 0.0 1232.5814 
5359 -4874.5096 -4874.5096 0.0 1232.3822 
5360 -4874.5119 -4874.5119 0.0 1232.2841 
5361 -4874.5129 -4874.5129 0.0 1232.2356 
5362 -4874.5135 -4874.5135 0.0 1232.2117 
5363 -4874.5138 -4874.5138 0.0 1232.1999 
5364 -4873.8689 -4873.8689 0.0 1248.2596 
5365 -4874.2849 -4874.2849 0.0 1239.3468 
5366 -4874.4216 -4874.4216 0.0 1235.5525 
5367 -4874.4735 -4874.4735 0.0 1233.8076 
5368 -4874.4951 -4874.4951 0.0 1232.9818 
5369 -4874.5049 -4874.5049 0.0 1232.5831 
5370 -4874.5095 -4874.5095 0.0 1232.3882 
5371 -4874.5116 -4874.5116 0.0 1232.2926 
5372 -4874.5127 -4874.5127 0.0 1232.2455 
5373 -4874.5132 -4874.5132 0.0 1232.2224 
5374 -4874.5135 -4874.5135 0.0 1232.2109 
5375 -4873.8682 -4873.8682 0.0 1248.2739 
5376 -4874.2868 -4874.2868 0.0 1239.3013 
5377 -4874.4227 -4874.4227 0.0 1235.5192 
5378 -4874.474 -4874.474 0.0 1233.7904 
5379 -4874.4953 -4874.4953 0.0 1232.9761 
5380 -4874.5048 -4874.5048 0.0 1232.5846 
5381 -4874.5093 -4874.5093 0.0 1232.3939 
5382 -4874.5115 -4874.5115 0.0 1232.3006 
5383 -4874.5125 -4874.5125 0.0 1232.255 
5384 -4874.513 -4874.513 0.0 1232.2325 
5385 -4874.5133 -4874.5133 0.0 1232.2216 
5386 -4873.8675 -4873.8675 0.0 1248.2875 
5387 -4874.2886 -4874.2886 0.0 1239.2558 
5388 -4874.424 -4874.424 0.0 1235.4813 
5389 -4874.4744 -4874.4744 0.0 1233.7734 
5390 -4874.4954 -4874.4954 0.0 1232.9704 
5391 -4874.5048 -4874.5048 0.0 1232.5858 
5392 -4874.5092 -4874.5092 0.0 1232.3993 
5393 -4874.5113 -4874.5113 0.0 1232.3084 
5394 -4874.5123 -4874.5123 0.0 1232.264 
5395 -4874.5128 -4874.5128 0.0 1232.2423 
5396 -4874.513 -4874.513 0.0 1232.2317 
5397 -4873.8473 -4873.8473 0.0 1246.9254 
5398 -4874.2811 -4874.2811 0.0 1238.5293 
5399 -4874.4206 -4874.4206 0.0 1235.1121 
5400 -4874.4728 -4874.4728 0.0 1233.5904 
5401 -4874.4946 -4874.4946 0.0 1232.8826 
5402 -4874.5043 -4874.5043 0.0 1232.5464 
5403 -4874.5089 -4874.5089 0.0 1232.3843 
5404 -4874.511 -4874.511 0.0 1232.3059 
5405 -4874.5121 -4874.5121 0.0 1232.2677 
5406 -4874.5126 -4874.5126 0.0 1232.2492 
5407 -4874.5128 -4874.5128 0.0 1232.2402 
5408 -4873.8466 -4873.8466 0.0 1246.9368 
5409 -4874.2831 -4874.2831 0.0 1238.4853 
5410 -4874.4218 -4874.4218 0.0 1235.0805 
5411 -4874.4733 -4874.4733 0.0 1233.5738 
5412 -4874.4948 -4874.4948 0.0 1232.8763 
5413 -4874.5043 -4874.5043 0.0 1232.5465 
5414 -4874.5087 -4874.5087 0.0 1232.3882 
5415 -4874.5109 -4874.5109 0.0 1232.3118 
5416 -4874.5119 -4874.5119 0.0 1232.2749 
5417 -4874.5123 -4874.5123 0.0 1232.257 
5418 -4874.5126 -4874.5126 0.0 1232.2484 
5419 -4873.8461 -4873.8461 0.0 1246.9476 
5420 -4874.2851 -4874.2851 0.0 1238.4417 
5421 -4874.423 -4874.423 0.0 1235.0493 
5422 -4874.4738 -4874.4738 0.0 1233.5575 
5423 -4874.495 -4874.495 0.0 1232.8702 
5424 -4874.5043 -4874.5043 0.0 1232.5466 
5425 -4874.5087 -4874.5087 0.0 1232.3918 
5426 -4874.5107 -4874.5107 0.0 1232.3175 
5427 -4874.5117 -4874.5117 0.0 1232.2817 
5428 -4874.5122 -4874.5122 0.0 1232.2644 
5429 -4874.5123 -4874.5123 0.0 1232.2562 
5430 -4873.8661 -4873.8661 0.0 1248.3251 
5431 -4874.2758 -4874.2758 0.0 1239.5832 
5432 -4874.4154 -4874.4154 0.0 1235.7501 
5433 -4874.4695 -4874.4695 0.0 1233.9538 
5434 -4874.4924 -4874.4924 0.0 1233.0893 
5435 -4874.5027 -4874.5027 0.0 1232.6703 
5436 -4874.5076 -4874.5076 0.0 1232.4619 
5437 -4874.51 -4874.51 0.0 1232.3585 
5438 -4874.5112 -4874.5112 0.0 1232.3071 
5439 -4874.5118 -4874.5118 0.0 1232.2815 
5440 -4874.5121 -4874.5121 0.0 1232.2688 
5441 -4873.8653 -4873.8653 0.0 1248.3414 
5442 -4874.2776 -4874.2776 0.0 1239.5379 
5443 -4874.4165 -4874.4165 0.0 1235.7163 
5444 -4874.47 -4874.47 0.0 1233.9365 
5445 -4874.4926 -4874.4926 0.0 1233.0839 
5446 -4874.5027 -4874.5027 0.0 1232.6725 
5447 -4874.5075 -4874.5075 0.0 1232.4687 
5448 -4874.5098 -4874.5098 0.0 1232.3679 
5449 -4874.511 -4874.511 0.0 1232.3179 
5450 -4874.5115 -4874.5115 0.0 1232.2932 
5451 -4874.5118 -4874.5118 0.0 1232.2809 
5452 -4873.8645 -4873.8645 0.0 1248.357 
5453 -4874.2795 -4874.2795 0.0 1239.4925 
5454 -4874.4176 -4874.4176 0.0 1235.6826 
5455 -4874.4704 -4874.4704 0.0 1233.9191 
5456 -4874.4926 -4874.4926 0.0 1233.0807 
5457 -4874.5026 -4874.5026 0.0 1232.6744 
5458 -4874.5073 -4874.5073 0.0 1232.475 
5459 -4874.5096 -4874.5096 0.0 1232.3768 
5460 -4874.5107 -4874.5107 0.0 1232.3283 
5461 -4874.5113 -4874.5113 0.0 1232.3043 
5462 -4874.5115 -4874.5115 0.0 1232.2925 
5463 -4873.8638 -4873.8638 0.0 1248.372 
5464 -4874.2813 -4874.2813 0.0 1239.4469 
5465 -4874.4187 -4874.4187 0.0 1235.6489 
5466 -4874.4709 -4874.4709 0.0 1233.9018 
5467 -4874.4928 -4874.4928 0.0 1233.075 
5468 -4874.5026 -4874.5026 0.0 1232.676 
5469 -4874.5072 -4874.5072 0.0 1232.481 
5470 -4874.5094 -4874.5094 0.0 1232.3852 
5471 -4874.5105 -4874.5105 0.0 1232.3382 
5472 -4874.511 -4874.511 0.0 1232.315 
5473 -4874.5113 -4874.5113 0.0 1232.3036 
5474 -4873.8631 -4873.8631 0.0 1248.3862 
5475 -4874.2832 -4874.2832 0.0 1239.4011 
5476 -4874.4198 -4874.4198 0.0 1235.6153 
5477 -4874.4714 -4874.4714 0.0 1233.8844 
5478 -4874.4929 -4874.4929 0.0 1233.0692 
5479 -4874.5025 -4874.5025 0.0 1232.6774 
5480 -4874.5071 -4874.5071 0.0 1232.4866 
5481 -4874.5092 -4874.5092 0.0 1232.3933 
5482 -4874.5103 -4874.5103 0.0 1232.3476 
5483 -4874.5108 -4874.5108 0.0 1232.3252 
5484 -4874.5111 -4874.5111 0.0 1232.3142 
5485 -4873.8625 -4873.8625 0.0 1248.3999 
5486 -4874.285 -4874.285 0.0 1239.3552 
5487 -4874.4209 -4874.4209 0.0 1235.5818 
5488 -4874.4719 -4874.4719 0.0 1233.867 
5489 -4874.4931 -4874.4931 0.0 1233.0633 
5490 -4874.5025 -4874.5025 0.0 1232.6785 
5491 -4874.507 -4874.507 0.0 1232.4919 
5492 -4874.509 -4874.509 0.0 1232.401 
5493 -4874.5101 -4874.5101 0.0 1232.3566 
5494 -4874.5106 -4874.5106 0.0 1232.3349 
5495 -4874.5108 -4874.5108 0.0 1232.3243 
5496 -4873.8423 -4873.8423 0.0 1247.0383 
5497 -4874.2775 -4874.2775 0.0 1238.6301 
5498 -4874.4175 -4874.4175 0.0 1235.2126 
5499 -4874.4703 -4874.4703 0.0 1233.684 
5500 -4874.4922 -4874.4922 0.0 1232.9754 
5501 -4874.502 -4874.502 0.0 1232.6391 
5502 -4874.5066 -4874.5066 0.0 1232.477 
5503 -4874.5088 -4874.5088 0.0 1232.3984 
5504 -4874.5098 -4874.5098 0.0 1232.3604 
5505 -4874.5103 -4874.5103 0.0 1232.3418 
5506 -4874.5106 -4874.5106 0.0 1232.3328 
5507 -4873.8417 -4873.8417 0.0 1247.0496 
5508 -4874.2796 -4874.2796 0.0 1238.5857 
5509 -4874.4187 -4874.4187 0.0 1235.1808 
5510 -4874.4708 -4874.4708 0.0 1233.6672 
5511 -4874.4924 -4874.4924 0.0 1232.9691 
5512 -4874.502 -4874.502 0.0 1232.6391 
5513 -4874.5065 -4874.5065 0.0 1232.4808 
5514 -4874.5086 -4874.5086 0.0 1232.4044 
5515 -4874.5097 -4874.5097 0.0 1232.3675 
5516 -4874.5101 -4874.5101 0.0 1232.3496 
5517 -4874.5104 -4874.5104 0.0 1232.341 
5518 -4873.8411 -4873.8411 0.0 1247.0603 
5519 -4874.2815 -4874.2815 0.0 1238.5419 
5520 -4874.4201 -4874.4201 0.0 1235.1447 
